ticker,year,record,pf,pa,expected,comp
car,2015,"
  Record: 15-1-0, 1st	NFC South Division
   (Schedule and Results)
",Points For: 500 (31.3/g) 1st of 32,Points Against: 308 (19.3/g) 6th of 32,Expected W-L: 12.1-3.9,"SRS: 8.12 (6th of 32), 
  SOS: -3.88
"
chi,2015,"
  Record: 6-10-0, 4th	NFC North Division
   (Schedule and Results)
",Points For: 335 (20.9/g) 23rd of 32,Points Against: 397 (24.8/g) 20th of 32,Expected W-L: 6.4-9.6,"SRS: -1.25 (17th of 32), 
  SOS: 2.62
"
cin,2015,"
  Record: 12-4-0, 1st	AFC North Division
   (Schedule and Results)
",Points For: 419 (26.2/g) 7th of 32,Points Against: 279 (17.4/g) 2nd of 32,Expected W-L: 11.6-4.4,"SRS: 10.65 (3rd of 32), 
  SOS: 1.90
"
cle,2015,"
  Record: 3-13-0, 4th	AFC North Division
   (Schedule and Results)
",Points For: 278 (17.4/g) 30th of 32,Points Against: 432 (27.0/g) 29th of 32,Expected W-L: 4.2-11.8,"SRS: -6.15 (25th of 32), 
  SOS: 3.48
"
dal,2015,"
  Record: 4-12-0, 4th	NFC East Division
   (Schedule and Results)
",Points For: 275 (17.2/g) 31st of 32,Points Against: 374 (23.4/g) 16th of 32,Expected W-L: 5.2-10.8,"SRS: -6.93 (29th of 32), 
  SOS: -0.74
"
den,2015,"
  Record: 12-4-0, 1st	AFC West Division
   (Schedule and Results)
",Points For: 355 (22.2/g) 19th of 32,Points Against: 296 (18.5/g) 4th of 32,Expected W-L: 9.7-6.3,"SRS: 5.78 (9th of 32), 
  SOS: 2.09
"
det,2015,"
  Record: 7-9-0, 3rd	NFC North Division
   (Schedule and Results)
",Points For: 358 (22.4/g) 18th of 32,Points Against: 400 (25.0/g) 23rd of 32,Expected W-L: 7.0-9.0,"SRS: -0.23 (14th of 32), 
  SOS: 2.40
"
gnb,2015,"
  Record: 10-6-0, 2nd	NFC North Division
   (Schedule and Results)
",Points For: 368 (23.0/g) 15th of 32,Points Against: 323 (20.2/g) 12th of 32,Expected W-L: 9.2-6.8,"SRS: 5.30 (10th of 32), 
  SOS: 2.48
"
htx,2015,"
  Record: 9-7-0, 1st	AFC South Division
   (Schedule and Results)
",Points For: 339 (21.2/g) 21st of 32,Points Against: 313 (19.6/g) 7th of 32,Expected W-L: 8.8-7.2,"SRS: -0.75 (16th of 32), 
  SOS: -2.38
"
clt,2015,"
  Record: 8-8-0, 2nd	AFC South Division
   (Schedule and Results)
",Points For: 333 (20.8/g) 24th of 32,Points Against: 408 (25.5/g) 25th of 32,Expected W-L: 6.1-9.9,"SRS: -6.65 (27th of 32), 
  SOS: -1.96
"
jax,2015,"
  Record: 5-11-0, 3rd	AFC South Division
   (Schedule and Results)
",Points For: 376 (23.5/g) 14th of 32,Points Against: 448 (28.0/g) 31st of 32,Expected W-L: 6.4-9.6,"SRS: -7.54 (30th of 32), 
  SOS: -3.04
"
kan,2015,"
  Record: 11-5-0, 2nd	AFC West Division
   (Schedule and Results)
",Points For: 405 (25.3/g) 9th of 32,Points Against: 287 (17.9/g) 3rd of 32,Expected W-L: 11.1-4.9,"SRS: 9.00 (4th of 32), 
  SOS: 1.62
"
ram,2015,"
  Record: 7-9-0, 3rd	NFC West Division
   (Schedule and Results)
",Points For: 280 (17.5/g) 29th of 32,Points Against: 330 (20.6/g) 13th of 32,Expected W-L: 6.5-9.5,"SRS: -0.16 (13th of 32), 
  SOS: 2.97
"
mia,2015,"
  Record: 6-10-0, 4th	AFC East Division
   (Schedule and Results)
",Points For: 310 (19.4/g) 27th of 32,Points Against: 389 (24.3/g) 19th of 32,Expected W-L: 5.9-10.1,"SRS: -6.82 (28th of 32), 
  SOS: -1.88
"
min,2015,"
  Record: 11-5-0, 1st	NFC North Division
   (Schedule and Results)
",Points For: 365 (22.8/g) 16th of 32,Points Against: 302 (18.9/g) 5th of 32,Expected W-L: 9.8-6.2,"SRS: 5.82 (8th of 32), 
  SOS: 1.88
"
nwe,2015,"
  Record: 12-4-0, 1st	AFC East Division
   (Schedule and Results)
",Points For: 465 (29.1/g) 3rd of 32,Points Against: 315 (19.7/g) 10th of 32,Expected W-L: 11.5-4.5,"SRS: 6.97 (7th of 32), 
  SOS: -2.41
"
nor,2015,"
  Record: 7-9-0, 3rd	NFC South Division
   (Schedule and Results)
",Points For: 408 (25.5/g) 8th of 32,Points Against: 476 (29.8/g) 32nd of 32,Expected W-L: 6.6-9.4,"SRS: -6.57 (26th of 32), 
  SOS: -2.32
"
nyg,2015,"
  Record: 6-10-0, 3rd	NFC East Division
   (Schedule and Results)
",Points For: 420 (26.3/g) 6th of 32,Points Against: 442 (27.6/g) 30th of 32,Expected W-L: 7.5-8.5,"SRS: -3.56 (21st of 32), 
  SOS: -2.18
"
nyj,2015,"
  Record: 10-6-0, 2nd	AFC East Division
   (Schedule and Results)
",Points For: 387 (24.2/g) 11th of 32,Points Against: 314 (19.6/g) 9th of 32,Expected W-L: 9.9-6.1,"SRS: 1.53 (11th of 32), 
  SOS: -3.03
"
rai,2015,"
  Record: 7-9-0, 3rd	AFC West Division
   (Schedule and Results)
",Points For: 359 (22.4/g) 17th of 32,Points Against: 399 (24.9/g) 22nd of 32,Expected W-L: 7.0-9.0,"SRS: -0.24 (15th of 32), 
  SOS: 2.26
"
phi,2015,"
  Record: 7-9-0, 2nd	NFC East Division
   (Schedule and Results)
",Points For: 377 (23.6/g) 13th of 32,Points Against: 430 (26.9/g) 28th of 32,Expected W-L: 6.8-9.2,"SRS: -4.62 (23rd of 32), 
  SOS: -1.31
"
pit,2015,"
  Record: 10-6-0, 2nd	AFC North Division
   (Schedule and Results)
",Points For: 423 (26.4/g) 4th of 32,Points Against: 319 (19.9/g) 11th of 32,Expected W-L: 10.6-5.4,"SRS: 8.70 (5th of 32), 
  SOS: 2.20
"
sdg,2015,"
  Record: 4-12-0, 4th	AFC West Division
   (Schedule and Results)
",Points For: 320 (20.0/g) 26th of 32,Points Against: 398 (24.9/g) 21st of 32,Expected W-L: 6.0-10.0,"SRS: -2.65 (20th of 32), 
  SOS: 2.23
"
sfo,2015,"
  Record: 5-11-0, 4th	NFC West Division
   (Schedule and Results)
",Points For: 238 (14.9/g) 32nd of 32,Points Against: 387 (24.2/g) 18th of 32,Expected W-L: 3.8-12.2,"SRS: -5.53 (24th of 32), 
  SOS: 3.78
"
sea,2015,"
  Record: 10-6-0, 2nd	NFC West Division
   (Schedule and Results)
",Points For: 423 (26.4/g) 4th of 32,Points Against: 277 (17.3/g) 1st of 32,Expected W-L: 11.7-4.3,"SRS: 11.33 (2nd of 32), 
  SOS: 2.21
"
tam,2015,"
  Record: 6-10-0, 4th	NFC South Division
   (Schedule and Results)
",Points For: 342 (21.4/g) 20th of 32,Points Against: 417 (26.1/g) 26th of 32,Expected W-L: 6.2-9.8,"SRS: -7.71 (31st of 32), 
  SOS: -3.02
"
oti,2015,"
  Record: 3-13-0, 4th	AFC South Division
   (Schedule and Results)
",Points For: 299 (18.7/g) 28th of 32,Points Against: 423 (26.4/g) 27th of 32,Expected W-L: 4.9-11.1,"SRS: -10.53 (32nd of 32), 
  SOS: -2.78
"
was,2015,"
  Record: 9-7-0, 1st	NFC East Division
   (Schedule and Results)
",Points For: 388 (24.3/g) 10th of 32,Points Against: 379 (23.7/g) 17th of 32,Expected W-L: 8.2-7.8,"SRS: -1.93 (18th of 32), 
  SOS: -2.49
"
crd,2016,"
  Record: 7-8-1, 2nd	NFC West Division
   (Schedule and Results)
",Points For: 418 (26.1/g) 6th of 32,Points Against: 362 (22.6/g) 14th of 32,Expected W-L: 9.4-6.6,"SRS: 1.59 (13th of 32), 
  SOS: -1.91
"
atl,2016,"
  Record: 11-5-0, 1st	NFC South Division
   (Schedule and Results)
",Points For: 540 (33.8/g) 1st of 32,Points Against: 406 (25.4/g) 27th of 32,Expected W-L: 10.6-5.4,"SRS: 8.48 (2nd of 32), 
  SOS: .11
"
rav,2016,"
  Record: 8-8-0, 2nd	AFC North Division
   (Schedule and Results)
",Points For: 343 (21.4/g) 21st of 32,Points Against: 321 (20.1/g) 9th of 32,Expected W-L: 8.6-7.4,"SRS: 1.54 (15th of 32), 
  SOS: .16
"
buf,2016,"
  Record: 7-9-0, 3rd	AFC East Division
   (Schedule and Results)
",Points For: 399 (24.9/g) 10th of 32,Points Against: 378 (23.6/g) 16th of 32,Expected W-L: 8.5-7.5,"SRS: -0.33 (21st of 32), 
  SOS: -1.64
"
car,2016,"
  Record: 6-10-0, 4th	NFC South Division
   (Schedule and Results)
",Points For: 369 (23.1/g) 15th of 32,Points Against: 402 (25.1/g) 26th of 32,Expected W-L: 7.2-8.8,"SRS: -1.00 (22nd of 32), 
  SOS: 1.06
"
chi,2016,"
  Record: 3-13-0, 4th	NFC North Division
   (Schedule and Results)
",Points For: 279 (17.4/g) 28th of 32,Points Against: 399 (24.9/g) 24th of 32,Expected W-L: 4.8-11.2,"SRS: -7.50 (28th of 32), 
  SOS: -0.00
"
cin,2016,"
  Record: 6-9-1, 3rd	AFC North Division
   (Schedule and Results)
",Points For: 325 (20.3/g) 24th of 32,Points Against: 315 (19.7/g) 8th of 32,Expected W-L: 8.3-7.7,"SRS: 1.04 (16th of 32), 
  SOS: .42
"
cle,2016,"
  Record: 1-15-0, 4th	AFC North Division
   (Schedule and Results)
",Points For: 264 (16.5/g) 31st of 32,Points Against: 452 (28.3/g) 30th of 32,Expected W-L: 3.5-12.5,"SRS: -10.09 (30th of 32), 
  SOS: 1.66
"
dal,2016,"
  Record: 13-3-0, 1st	NFC East Division
   (Schedule and Results)
",Points For: 421 (26.3/g) 5th of 32,Points Against: 306 (19.1/g) 5th of 32,Expected W-L: 10.9-5.1,"SRS: 6.97 (3rd of 32), 
  SOS: -0.22
"
den,2016,"
  Record: 9-7-0, 3rd	AFC West Division
   (Schedule and Results)
",Points For: 333 (20.8/g) 22nd of 32,Points Against: 297 (18.6/g) 4th of 32,Expected W-L: 9.1-6.9,"SRS: 4.05 (6th of 32), 
  SOS: 1.80
"
det,2016,"
  Record: 9-7-0, 2nd	NFC North Division
   (Schedule and Results)
",Points For: 346 (21.6/g) 20th of 32,Points Against: 358 (22.4/g) 13th of 32,Expected W-L: 7.7-8.3,"SRS: -1.40 (24th of 32), 
  SOS: -0.65
"
gnb,2016,"
  Record: 10-6-0, 1st	NFC North Division
   (Schedule and Results)
",Points For: 432 (27.0/g) 4th of 32,Points Against: 388 (24.3/g) 21st of 32,Expected W-L: 9.0-7.0,"SRS: 2.83 (9th of 32), 
  SOS: .08
"
htx,2016,"
  Record: 9-7-0, 1st	AFC South Division
   (Schedule and Results)
",Points For: 279 (17.4/g) 28th of 32,Points Against: 328 (20.5/g) 11th of 32,Expected W-L: 6.5-9.5,"SRS: -2.63 (26th of 32), 
  SOS: .43
"
clt,2016,"
  Record: 8-8-0, 3rd	AFC South Division
   (Schedule and Results)
",Points For: 411 (25.7/g) 8th of 32,Points Against: 392 (24.5/g) 22nd of 32,Expected W-L: 8.4-7.6,"SRS: .37 (18th of 32), 
  SOS: -0.82
"
jax,2016,"
  Record: 3-13-0, 4th	AFC South Division
   (Schedule and Results)
",Points For: 318 (19.9/g) 25th of 32,Points Against: 400 (25.0/g) 25th of 32,Expected W-L: 5.9-10.1,"SRS: -4.97 (27th of 32), 
  SOS: .16
"
kan,2016,"
  Record: 12-4-0, 1st	AFC West Division
   (Schedule and Results)
",Points For: 389 (24.3/g) 13th of 32,Points Against: 311 (19.4/g) 7th of 32,Expected W-L: 10.1-5.9,"SRS: 5.60 (4th of 32), 
  SOS: .72
"
ram,2016,"
  Record: 4-12-0, 3rd	NFC West Division
   (Schedule and Results)
",Points For: 224 (14.0/g) 32nd of 32,Points Against: 394 (24.6/g) 23rd of 32,Expected W-L: 3.3-12.7,"SRS: -11.09 (31st of 32), 
  SOS: -0.46
"
mia,2016,"
  Record: 10-6-0, 2nd	AFC East Division
   (Schedule and Results)
",Points For: 363 (22.7/g) 17th of 32,Points Against: 380 (23.8/g) 18th of 32,Expected W-L: 7.6-8.4,"SRS: -2.40 (25th of 32), 
  SOS: -1.34
"
min,2016,"
  Record: 8-8-0, 3rd	NFC North Division
   (Schedule and Results)
",Points For: 327 (20.4/g) 23rd of 32,Points Against: 307 (19.2/g) 6th of 32,Expected W-L: 8.6-7.4,"SRS: .94 (17th of 32), 
  SOS: -0.31
"
nwe,2016,"
  Record: 14-2-0, 1st	AFC East Division
   (Schedule and Results)
",Points For: 441 (27.6/g) 3rd of 32,Points Against: 250 (15.6/g) 1st of 32,Expected W-L: 12.7-3.3,"SRS: 9.29 (1st of 32), 
  SOS: -2.65
"
nor,2016,"
  Record: 7-9-0, 3rd	NFC South Division
   (Schedule and Results)
",Points For: 469 (29.3/g) 2nd of 32,Points Against: 454 (28.4/g) 31st of 32,Expected W-L: 8.3-7.7,"SRS: 1.54 (14th of 32), 
  SOS: .61
"
nyg,2016,"
  Record: 11-5-0, 2nd	NFC East Division
   (Schedule and Results)
",Points For: 310 (19.4/g) 26th of 32,Points Against: 284 (17.8/g) 2nd of 32,Expected W-L: 8.8-7.2,"SRS: 2.13 (11th of 32), 
  SOS: .50
"
nyj,2016,"
  Record: 5-11-0, 4th	AFC East Division
   (Schedule and Results)
",Points For: 275 (17.2/g) 30th of 32,Points Against: 409 (25.6/g) 28th of 32,Expected W-L: 4.5-11.5,"SRS: -8.52 (29th of 32), 
  SOS: -0.14
"
rai,2016,"
  Record: 12-4-0, 2nd	AFC West Division
   (Schedule and Results)
",Points For: 416 (26.0/g) 7th of 32,Points Against: 385 (24.1/g) 20th of 32,Expected W-L: 8.7-7.3,"SRS: 3.26 (8th of 32), 
  SOS: 1.33
"
phi,2016,"
  Record: 7-9-0, 4th	NFC East Division
   (Schedule and Results)
",Points For: 367 (22.9/g) 16th of 32,Points Against: 331 (20.7/g) 12th of 32,Expected W-L: 9.0-7.0,"SRS: 3.80 (7th of 32), 
  SOS: 1.55
"
pit,2016,"
  Record: 11-5-0, 1st	AFC North Division
   (Schedule and Results)
",Points For: 399 (24.9/g) 10th of 32,Points Against: 327 (20.4/g) 10th of 32,Expected W-L: 9.9-6.1,"SRS: 4.74 (5th of 32), 
  SOS: .24
"
sdg,2016,"
  Record: 5-11-0, 4th	AFC West Division
   (Schedule and Results)
",Points For: 410 (25.6/g) 9th of 32,Points Against: 423 (26.4/g) 29th of 32,Expected W-L: 7.7-8.3,"SRS: .06 (19th of 32), 
  SOS: .87
"
sfo,2016,"
  Record: 2-14-0, 4th	NFC West Division
   (Schedule and Results)
",Points For: 309 (19.3/g) 27th of 32,Points Against: 480 (30.0/g) 32nd of 32,Expected W-L: 4.2-11.8,"SRS: -11.21 (32nd of 32), 
  SOS: -0.53
"
sea,2016,"
  Record: 10-5-1, 1st	NFC West Division
   (Schedule and Results)
",Points For: 354 (22.1/g) 18th of 32,Points Against: 292 (18.3/g) 3rd of 32,Expected W-L: 9.8-6.2,"SRS: 2.13 (10th of 32), 
  SOS: -1.74
"
tam,2016,"
  Record: 9-7-0, 2nd	NFC South Division
   (Schedule and Results)
",Points For: 354 (22.1/g) 18th of 32,Points Against: 369 (23.1/g) 15th of 32,Expected W-L: 7.6-8.4,"SRS: -0.19 (20th of 32), 
  SOS: .74
"
oti,2016,"
  Record: 9-7-0, 1st	AFC South Division
   (Schedule and Results)
",Points For: 381 (23.8/g) 14th of 32,Points Against: 378 (23.6/g) 16th of 32,Expected W-L: 8.1-7.9,"SRS: -1.01 (23rd of 32), 
  SOS: -1.19
"
was,2016,"
  Record: 8-7-1, 3rd	NFC East Division
   (Schedule and Results)
",Points For: 396 (24.8/g) 12th of 32,Points Against: 383 (23.9/g) 19th of 32,Expected W-L: 8.3-7.7,"SRS: 1.97 (12th of 32), 
  SOS: 1.16
"
